transaction_id,date,customer_id,product_name,category,quantity,base_price,discount_pct,revenue,city,customer_segment,channel,year,month,month_name,quarter,day_of_week,is_weekend,margin_est
TXN04123,2023-08-10,CUST02312,Xiaomi Redmi 12,Electronics,1,2199000,0.0,2639000.0,Surabaya,Regular,Organic,2023,8,Aug,3,Thursday,False,659750.0
TXN04124,2023-08-14,CUST03948,Samsung QLED 55in,Electronics,1,8999000,0.2,8639000.0,Surabaya,Occasional,Marketplace,2023,8,Aug,3,Monday,False,2159750.0
TXN04125,2023-06-05,CUST01399,Adidas Ultraboost,Fashion,1,2099000,0.05,2792000.0,Jakarta,Occasional,Email,2023,6,Jun,2,Monday,False,698000.0
TXN04126,2023-11-02,CUST00681,IKEA Billy Shelf,Home & Living,2,799000,0.0,1044000.0,Bali,Occasional,Marketplace,2023,11,Nov,4,Thursday,False,261000.0
TXN04127,2023-01-21,CUST00381,Adidas Ultraboost,Fashion,1,2099000,0.0,1372000.0,Makassar,Loyal,Marketplace,2023,1,Jan,1,Saturday,True,343000.0
TXN04128,2023-06-25,CUST02605,Logitech MX Keys,Electronics,1,1350000,0.1,1701000.0,Bandung,New,Organic,2023,6,Jun,2,Sunday,True,425250.0
TXN04129,2023-05-11,CUST03407,Samsung QLED 55in,Electronics,1,8999000,0.0,12116000.0,Medan,New,Marketplace,2023,5,May,2,Thursday,False,3029000.0
TXN04130,2023-09-29,CUST03500,Dyson V11 Vacuum,Home & Living,2,7499000,0.0,14998000.0,Surabaya,Regular,Email,2023,9,Sep,3,Friday,False,3749500.0
TXN04131,2023-11-21,CUST01328,Apple AirPods Pro,Electronics,1,3799000,0.0,2483000.0,Bandung,Regular,Marketplace,2023,11,Nov,4,Tuesday,False,620750.0
TXN04132,2023-06-05,CUST02686,Nike Air Max 270,Fashion,1,1800000,0.05,2394000.0,Semarang,Occasional,Email,2023,6,Jun,2,Monday,False,598500.0
TXN04133,2023-09-25,CUST00877,Logitech MX Keys,Electronics,2,1350000,0.1,2430000.0,Makassar,Occasional,Paid Social,2023,9,Sep,3,Monday,False,607500.0
TXN04134,2023-10-06,CUST04936,Xiaomi Redmi 12,Electronics,2,2199000,0.2,2815000.0,Surabaya,Regular,Email,2023,10,Oct,4,Friday,False,703750.0
TXN04135,2023-05-26,CUST00865,Somethinc Niacinamide,Beauty,1,99000,0.0,133000.0,Medan,Regular,Paid Social,2023,5,May,2,Friday,False,33250.0
TXN04136,2023-03-17,CUST03981,Xiaomi Redmi 12,Electronics,2,2199000,0.05,4178000.0,Semarang,Loyal,Marketplace,2023,3,Mar,1,Friday,False,1044500.0
TXN04137,2023-07-07,CUST02554,Xiaomi Redmi 12,Electronics,1,2199000,0.0,2961000.0,Bandung,New,Organic,2023,7,Jul,3,Friday,False,740250.0
TXN04138,2023-02-25,CUST02688,IKEA Billy Shelf,Home & Living,1,799000,0.0,639000.0,Medan,Loyal,Email,2023,2,Feb,1,Saturday,True,159750.0
TXN04139,2023-07-18,CUST01554,Nike Air Max 270,Fashion,1,1800000,0.1,2181000.0,Jakarta,Regular,Email,2023,7,Jul,3,Tuesday,False,545250.0
TXN04140,2023-12-28,CUST01918,Somethinc Niacinamide,Beauty,1,99000,0.05,56000.0,Jakarta,New,Marketplace,2023,12,Dec,4,Thursday,False,14000.0
TXN04141,2023-08-02,CUST00133,Nike Air Max 270,Fashion,2,1800000,0.1,3888000.0,Surabaya,Regular,Marketplace,2023,8,Aug,3,Wednesday,False,972000.0
TXN04142,2023-11-30,CUST03263,Emina BB Cream,Beauty,2,75000,0.0,98000.0,Jakarta,Regular,Marketplace,2023,11,Nov,4,Thursday,False,24500.0
TXN04143,2023-10-06,CUST00170,Nike Air Max 270,Fashion,1,1800000,0.0,1440000.0,Surabaya,Occasional,Paid Social,2023,10,Oct,4,Friday,False,360000.0
TXN04144,2023-03-13,CUST00785,Samsung QLED 55in,Electronics,1,8999000,0.0,8999000.0,Medan,Regular,Paid Social,2023,3,Mar,1,Monday,False,2249750.0
TXN04145,2023-03-04,CUST04818,Dyson V11 Vacuum,Home & Living,3,7499000,0.1,20247000.0,Medan,Loyal,Organic,2023,3,Mar,1,Saturday,True,5061750.0
TXN04146,2023-08-26,CUST03487,Logitech MX Keys,Electronics,1,1350000,0.05,1539000.0,Surabaya,New,Organic,2023,8,Aug,3,Saturday,True,384750.0
TXN04147,2023-10-14,CUST04153,Samsung QLED 55in,Electronics,1,8999000,0.0,7199000.0,Jakarta,Occasional,Paid Social,2023,10,Oct,4,Saturday,True,1799750.0
TXN04148,2023-08-10,CUST04875,Nike Air Max 270,Fashion,1,1800000,0.0,2160000.0,Makassar,Occasional,Paid Social,2023,8,Aug,3,Thursday,False,540000.0
TXN04149,2023-01-19,CUST02668,Zara Blazer Set,Fashion,3,1199000,0.1,2116000.0,Yogyakarta,New,Organic,2023,1,Jan,1,Thursday,False,529000.0
TXN04150,2023-11-22,CUST02064,IKEA Billy Shelf,Home & Living,1,799000,0.0,522000.0,Unknown,Occasional,Email,2023,11,Nov,4,Wednesday,False,130500.0
TXN04151,2023-08-03,CUST01024,Philips Air Fryer,Home & Living,1,1499000,0.2,1439000.0,Jakarta,New,Marketplace,2023,8,Aug,3,Thursday,False,359750.0
TXN04152,2023-03-20,CUST03684,Philips Air Fryer,Home & Living,1,1499000,0.0,1499000.0,Unknown,New,Paid Social,2023,3,Mar,1,Monday,False,374750.0
TXN04153,2023-05-24,CUST02452,Adidas Ultraboost,Fashion,1,2099000,0.1,2544000.0,Jakarta,Regular,Organic,2023,5,May,2,Wednesday,False,636000.0
TXN04154,2023-01-17,CUST04987,Uniqlo Heattech L,Fashion,1,299000,0.2,156000.0,Surabaya,Loyal,Marketplace,2023,1,Jan,1,Tuesday,False,39000.0
TXN04155,2023-11-09,CUST04878,IKEA Billy Shelf,Home & Living,1,799000,0.2,418000.0,Bandung,New,Marketplace,2023,11,Nov,4,Thursday,False,104500.0
TXN04156,2023-06-14,CUST03689,Apple AirPods Pro,Electronics,1,3799000,0.1,4787000.0,Medan,Loyal,Email,2023,6,Jun,2,Wednesday,False,1196750.0
TXN04157,2023-05-11,CUST01197,Samsung QLED 55in,Electronics,1,8999000,0.05,11511000.0,Bandung,Regular,Paid Social,2023,5,May,2,Thursday,False,2877750.0
TXN04158,2023-08-28,CUST02373,Somethinc Niacinamide,Beauty,2,99000,0.0,238000.0,Jakarta,Regular,Email,2023,8,Aug,3,Monday,False,59500.0
TXN04159,2023-06-25,CUST03152,The Ordinary AHA,Beauty,1,189000,0.05,251000.0,Jakarta,Regular,Organic,2023,6,Jun,2,Sunday,True,62750.0
TXN04160,2023-05-31,CUST02728,H&M Linen Shirt,Fashion,1,249000,0.2,268000.0,Bandung,Regular,Paid Social,2023,5,May,2,Wednesday,False,67000.0
TXN04161,2023-06-28,CUST02485,Philips Air Fryer,Home & Living,1,1499000,0.05,1994000.0,Jakarta,New,Marketplace,2023,6,Jun,2,Wednesday,False,498500.0
TXN04162,2023-12-07,CUST03250,Uniqlo Heattech L,Fashion,1,299000,0.1,161000.0,Jakarta,Regular,Organic,2023,12,Dec,4,Thursday,False,40250.0
TXN04163,2023-02-09,CUST04329,JBL Flip 6,Electronics,3,1199000,0.05,2734000.0,Surabaya,New,Email,2023,2,Feb,1,Thursday,False,683500.0
TXN04164,2023-03-20,CUST03318,Logitech MX Keys,Electronics,1,1350000,0.0,1350000.0,Bandung,New,Organic,2023,3,Mar,1,Monday,False,337500.0
TXN04165,2023-02-02,CUST01124,JBL Flip 6,Electronics,1,1199000,0.1,863000.0,Surabaya,Regular,Organic,2023,2,Feb,1,Thursday,False,215750.0
TXN04166,2023-02-02,CUST00124,Apple AirPods Pro,Electronics,1,3799000,0.2,2431000.0,Bandung,New,Organic,2023,2,Feb,1,Thursday,False,607750.0
TXN04167,2023-09-07,CUST04536,Logitech MX Keys,Electronics,1,1350000,0.1,1215000.0,Medan,Occasional,Email,2023,9,Sep,3,Thursday,False,303750.0
TXN04168,2023-03-30,CUST00719,JBL Flip 6,Electronics,1,1199000,0.0,1199000.0,Jakarta,Occasional,Marketplace,2023,3,Mar,1,Thursday,False,299750.0
TXN04169,2023-02-01,CUST01524,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1759000.0,Bandung,Loyal,Marketplace,2023,2,Feb,1,Wednesday,False,439750.0
TXN04170,2023-03-10,CUST01629,Zara Blazer Set,Fashion,1,1199000,0.0,1199000.0,Surabaya,Loyal,Email,2023,3,Mar,1,Friday,False,299750.0
TXN04171,2023-09-17,CUST02545,Uniqlo Heattech L,Fashion,2,299000,0.0,598000.0,Surabaya,Regular,Paid Social,2023,9,Sep,3,Sunday,True,149500.0
TXN04172,2023-09-30,CUST04829,The Ordinary AHA,Beauty,1,189000,0.0,189000.0,Jakarta,Regular,Email,2023,9,Sep,3,Saturday,True,47250.0
TXN04173,2023-11-30,CUST02418,Uniqlo Heattech L,Fashion,1,299000,0.1,176000.0,Surabaya,Regular,Paid Social,2023,11,Nov,4,Thursday,False,44000.0
TXN04174,2023-03-19,CUST03650,Apple AirPods Pro,Electronics,1,3799000,0.0,3799000.0,Jakarta,Regular,Marketplace,2023,3,Mar,1,Sunday,True,949750.0
TXN04175,2023-07-10,CUST01050,Zara Blazer Set,Fashion,1,1199000,0.1,1453000.0,Bandung,Regular,Marketplace,2023,7,Jul,3,Monday,False,363250.0
TXN04177,2023-04-11,CUST01788,IKEA Billy Shelf,Home & Living,1,799000,0.1,863000.0,Jakarta,Regular,Marketplace,2023,4,Apr,2,Tuesday,False,215750.0
TXN04178,2023-03-22,CUST00513,Apple AirPods Pro,Electronics,1,3799000,0.05,3609000.0,Semarang,Loyal,Organic,2023,3,Mar,1,Wednesday,False,902250.0
TXN04179,2023-09-09,CUST00709,Nike Air Max 270,Fashion,1,1800000,0.0,1800000.0,Bandung,Occasional,Email,2023,9,Sep,3,Saturday,True,450000.0
TXN04180,2023-06-08,CUST04986,JBL Flip 6,Electronics,1,1199000,0.05,1595000.0,Makassar,Occasional,Marketplace,2023,6,Jun,2,Thursday,False,398750.0
TXN04181,2023-12-15,CUST02710,JBL Flip 6,Electronics,1,1199000,0.2,576000.0,Makassar,Regular,Email,2023,12,Dec,4,Friday,False,144000.0
TXN04183,2023-08-04,CUST02577,H&M Linen Shirt,Fashion,1,249000,0.05,284000.0,Medan,Regular,Paid Social,2023,8,Aug,3,Friday,False,71000.0
TXN04184,2023-03-12,CUST00851,Logitech MX Keys,Electronics,1,1350000,0.05,1282000.0,Makassar,Regular,Email,2023,3,Mar,1,Sunday,True,320500.0
TXN04185,2023-10-07,CUST01939,Philips Air Fryer,Home & Living,1,1499000,0.1,1079000.0,Surabaya,Occasional,Email,2023,10,Oct,4,Saturday,True,269750.0
TXN04186,2023-02-14,CUST04243,Xiaomi Redmi 12,Electronics,1,2199000,0.1,1583000.0,Medan,Occasional,Organic,2023,2,Feb,1,Tuesday,False,395750.0
TXN04187,2023-05-06,CUST00729,Xiaomi Redmi 12,Electronics,2,2199000,0.0,5922000.0,Jakarta,Regular,Organic,2023,5,May,2,Saturday,True,1480500.0
TXN04188,2023-07-24,CUST02384,Zara Blazer Set,Fashion,1,1199000,0.05,1534000.0,Jakarta,Occasional,Paid Social,2023,7,Jul,3,Monday,False,383500.0
TXN04189,2023-05-19,CUST03693,Zara Blazer Set,Fashion,1,1199000,0.1,1453000.0,Jakarta,Occasional,Email,2023,5,May,2,Friday,False,363250.0
TXN04190,2023-05-29,CUST02003,Kris Mattress King,Home & Living,1,4200000,0.1,5089000.0,Makassar,Loyal,Email,2023,5,May,2,Monday,False,1272250.0
TXN04191,2023-07-07,CUST04143,Samsung QLED 55in,Electronics,1,8999000,0.1,10905000.0,Makassar,Regular,Paid Social,2023,7,Jul,3,Friday,False,2726250.0
TXN04192,2023-01-29,CUST00366,Kris Mattress King,Home & Living,1,4200000,0.0,2745000.0,Semarang,Loyal,Organic,2023,1,Jan,1,Sunday,True,686250.0
TXN04194,2023-03-11,CUST02130,Samsung QLED 55in,Electronics,1,8999000,0.2,7199000.0,Surabaya,Loyal,Email,2023,3,Mar,1,Saturday,True,1799750.0
TXN04196,2023-09-07,CUST03906,JBL Flip 6,Electronics,1,1199000,0.05,1139000.0,Bandung,Regular,Paid Social,2023,9,Sep,3,Thursday,False,284750.0
TXN04197,2023-09-17,CUST00023,Xiaomi Redmi 12,Electronics,1,2199000,0.1,1979000.0,Bandung,Loyal,Marketplace,2023,9,Sep,3,Sunday,True,494750.0
TXN04198,2023-02-07,CUST02617,JBL Flip 6,Electronics,1,1199000,0.0,959000.0,Surabaya,New,Organic,2023,2,Feb,1,Tuesday,False,239750.0
TXN04199,2023-07-30,CUST03308,Philips Air Fryer,Home & Living,1,1499000,0.05,1917000.0,Jakarta,New,Paid Social,2023,7,Jul,3,Sunday,True,479250.0
TXN04200,2023-02-11,CUST02672,The Ordinary AHA,Beauty,1,189000,0.0,151000.0,Jakarta,New,Marketplace,2023,2,Feb,1,Saturday,True,37750.0
TXN04201,2023-12-13,CUST00761,Logitech MX Keys,Electronics,3,1350000,0.1,2187000.0,Semarang,Occasional,Paid Social,2023,12,Dec,4,Wednesday,False,546750.0
TXN04202,2023-06-14,CUST00784,Somethinc Niacinamide,Beauty,1,99000,0.1,125000.0,Bandung,Occasional,Marketplace,2023,6,Jun,2,Wednesday,False,31250.0
TXN04203,2023-10-01,CUST01539,IKEA Billy Shelf,Home & Living,1,799000,0.0,639000.0,Bandung,Loyal,Paid Social,2023,10,Oct,4,Sunday,True,159750.0
TXN04204,2023-01-07,CUST03506,Logitech MX Keys,Electronics,2,1350000,0.0,1765000.0,Bandung,Loyal,Marketplace,2023,1,Jan,1,Saturday,True,441250.0
TXN04205,2023-12-29,CUST00867,IKEA Billy Shelf,Home & Living,1,799000,0.0,479000.0,Surabaya,Loyal,Marketplace,2023,12,Dec,4,Friday,False,119750.0
TXN04206,2023-06-16,CUST00534,IKEA Billy Shelf,Home & Living,1,799000,0.2,895000.0,Yogyakarta,New,Organic,2023,6,Jun,2,Friday,False,223750.0
TXN04208,2023-10-07,CUST04249,Philips Air Fryer,Home & Living,1,1499000,0.0,1199000.0,Surabaya,Occasional,Paid Social,2023,10,Oct,4,Saturday,True,299750.0
TXN04209,2023-05-15,CUST03650,Philips Air Fryer,Home & Living,2,1499000,0.0,4037000.0,Surabaya,Regular,Paid Social,2023,5,May,2,Monday,False,1009250.0
TXN04210,2023-07-07,CUST04972,Adidas Ultraboost,Fashion,1,2099000,0.0,2826000.0,Medan,New,Marketplace,2023,7,Jul,3,Friday,False,706500.0
TXN04211,2023-08-14,CUST02064,Logitech MX Keys,Electronics,2,1350000,0.0,3240000.0,Jakarta,Loyal,Organic,2023,8,Aug,3,Monday,False,810000.0
TXN04212,2023-03-04,CUST02256,Logitech MX Keys,Electronics,2,1350000,0.1,2430000.0,Surabaya,Loyal,Organic,2023,3,Mar,1,Saturday,True,607500.0
TXN04214,2023-08-12,CUST03826,Xiaomi Redmi 12,Electronics,1,2199000,0.0,2639000.0,Surabaya,Occasional,Email,2023,8,Aug,3,Saturday,True,659750.0
TXN04215,2023-06-05,CUST02395,H&M Linen Shirt,Fashion,1,249000,0.05,331000.0,Medan,Occasional,Email,2023,6,Jun,2,Monday,False,82750.0
TXN04216,2023-08-23,CUST01450,Skintific SPF 50+,Beauty,3,129000,0.05,441000.0,Jakarta,New,Organic,2023,8,Aug,3,Wednesday,False,110250.0
TXN04217,2023-07-01,CUST03259,Tupperware Set,Home & Living,1,349000,0.05,446000.0,Bandung,Loyal,Paid Social,2023,7,Jul,3,Saturday,True,111500.0
TXN04218,2023-10-05,CUST02712,Adidas Ultraboost,Fashion,3,2099000,0.2,4030000.0,Unknown,Occasional,Organic,2023,10,Oct,4,Thursday,False,1007500.0
TXN04219,2023-01-26,CUST00780,Samsung QLED 55in,Electronics,2,8999000,0.2,9411000.0,Jakarta,New,Paid Social,2023,1,Jan,1,Thursday,False,2352750.0
TXN04220,2023-04-21,CUST04668,Somethinc Niacinamide,Beauty,1,99000,0.1,107000.0,Jakarta,Occasional,Marketplace,2023,4,Apr,2,Friday,False,26750.0
TXN04221,2023-01-16,CUST02600,Nike Air Max 270,Fashion,1,1800000,0.1,1059000.0,Yogyakarta,Regular,Paid Social,2023,1,Jan,1,Monday,False,264750.0
TXN04222,2023-10-05,CUST01607,Logitech MX Keys,Electronics,1,1350000,0.0,1080000.0,Medan,Regular,Marketplace,2023,10,Oct,4,Thursday,False,270000.0
TXN04223,2023-07-26,CUST04196,Apple AirPods Pro,Electronics,2,3799000,0.2,8184000.0,Medan,Loyal,Organic,2023,7,Jul,3,Wednesday,False,2046000.0
TXN04224,2023-10-13,CUST00414,Zara Blazer Set,Fashion,2,1199000,0.05,1822000.0,Makassar,Regular,Email,2023,10,Oct,4,Friday,False,455500.0
TXN04225,2023-10-23,CUST01761,Apple AirPods Pro,Electronics,3,3799000,0.0,9118000.0,Bali,New,Paid Social,2023,10,Oct,4,Monday,False,2279500.0
TXN04226,2023-04-04,CUST02395,Zara Blazer Set,Fashion,2,1199000,0.1,2590000.0,Medan,New,Paid Social,2023,4,Apr,2,Tuesday,False,647500.0
TXN04227,2023-03-05,CUST03843,Wardah Instaperfect,Beauty,2,85000,0.05,162000.0,Surabaya,Loyal,Paid Social,2023,3,Mar,1,Sunday,True,40500.0
TXN04228,2023-03-14,CUST01093,Zara Blazer Set,Fashion,3,1199000,0.05,3417000.0,Jakarta,New,Organic,2023,3,Mar,1,Tuesday,False,854250.0
TXN04229,2023-02-14,CUST01178,Apple AirPods Pro,Electronics,3,3799000,0.1,8206000.0,Bali,Regular,Marketplace,2023,2,Feb,1,Tuesday,False,2051500.0
TXN04230,2023-12-06,CUST05000,Xiaomi Redmi 12,Electronics,2,2199000,0.2,2111000.0,Bandung,Loyal,Marketplace,2023,12,Dec,4,Wednesday,False,527750.0
TXN04231,2023-09-04,CUST01755,Uniqlo Heattech L,Fashion,1,299000,0.0,299000.0,Jakarta,Occasional,Marketplace,2023,9,Sep,3,Monday,False,74750.0
TXN04232,2023-12-23,CUST01598,Zara Blazer Set,Fashion,2,1199000,0.0,1439000.0,Medan,Loyal,Organic,2023,12,Dec,4,Saturday,True,359750.0
TXN04235,2023-09-14,CUST04890,Adidas Ultraboost,Fashion,1,2099000,0.0,2099000.0,Bali,Loyal,Marketplace,2023,9,Sep,3,Thursday,False,524750.0
TXN04236,2023-08-01,CUST01462,JBL Flip 6,Electronics,1,1199000,0.1,1295000.0,Semarang,Regular,Marketplace,2023,8,Aug,3,Tuesday,False,323750.0
TXN04237,2023-03-14,CUST04024,JBL Flip 6,Electronics,1,1199000,0.05,1139000.0,Yogyakarta,Occasional,Organic,2023,3,Mar,1,Tuesday,False,284750.0
TXN04238,2023-06-17,CUST02359,Zara Blazer Set,Fashion,1,1199000,0.05,1595000.0,Surabaya,Occasional,Organic,2023,6,Jun,2,Saturday,True,398750.0
TXN04239,2023-02-27,CUST02507,JBL Flip 6,Electronics,1,1199000,0.0,959000.0,Jakarta,Occasional,Organic,2023,2,Feb,1,Monday,False,239750.0
TXN04240,2023-01-02,CUST03473,IKEA Billy Shelf,Home & Living,1,799000,0.1,470000.0,Jakarta,Loyal,Marketplace,2023,1,Jan,1,Monday,False,117500.0
TXN04241,2023-12-03,CUST00576,Uniqlo Heattech L,Fashion,1,299000,0.0,179000.0,Jakarta,Loyal,Paid Social,2023,12,Dec,4,Sunday,True,44750.0
TXN04242,2023-05-11,CUST01961,Samsung QLED 55in,Electronics,1,8999000,0.1,10905000.0,Medan,Regular,Marketplace,2023,5,May,2,Thursday,False,2726250.0
TXN04243,2023-11-10,CUST04141,Adidas Ultraboost,Fashion,1,2099000,0.0,1372000.0,Makassar,Regular,Paid Social,2023,11,Nov,4,Friday,False,343000.0
TXN04244,2023-09-27,CUST04201,Samsung QLED 55in,Electronics,1,8999000,0.0,8999000.0,Surabaya,Regular,Marketplace,2023,9,Sep,3,Wednesday,False,2249750.0
TXN04245,2023-04-18,CUST00305,Logitech MX Keys,Electronics,1,1350000,0.1,1458000.0,Yogyakarta,New,Marketplace,2023,4,Apr,2,Tuesday,False,364500.0
TXN04246,2023-12-30,CUST03088,H&M Linen Shirt,Fashion,1,249000,0.0,149000.0,Bandung,Occasional,Email,2023,12,Dec,4,Saturday,True,37250.0
TXN04247,2023-11-02,CUST02875,The Ordinary AHA,Beauty,1,189000,0.05,117000.0,Yogyakarta,Loyal,Paid Social,2023,11,Nov,4,Thursday,False,29250.0
TXN04248,2023-08-26,CUST03608,Logitech MX Keys,Electronics,1,1350000,0.1,1458000.0,Surabaya,Regular,Paid Social,2023,8,Aug,3,Saturday,True,364500.0
TXN04249,2023-10-03,CUST00372,Adidas Ultraboost,Fashion,2,2099000,0.2,2687000.0,Medan,New,Marketplace,2023,10,Oct,4,Tuesday,False,671750.0
TXN04250,2023-08-13,CUST02299,JBL Flip 6,Electronics,1,1199000,0.0,1439000.0,Yogyakarta,Regular,Paid Social,2023,8,Aug,3,Sunday,True,359750.0
TXN04251,2023-03-22,CUST04081,Logitech MX Keys,Electronics,3,1350000,0.0,4050000.0,Jakarta,Regular,Paid Social,2023,3,Mar,1,Wednesday,False,1012500.0
TXN04252,2023-02-25,CUST02467,Apple AirPods Pro,Electronics,1,3799000,0.0,3039000.0,Bandung,Regular,Marketplace,2023,2,Feb,1,Saturday,True,759750.0
TXN04255,2023-09-19,CUST00135,H&M Linen Shirt,Fashion,1,249000,0.1,224000.0,Yogyakarta,Regular,Email,2023,9,Sep,3,Tuesday,False,56000.0
TXN04256,2023-05-17,CUST02352,Skintific SPF 50+,Beauty,1,129000,0.0,174000.0,Medan,Regular,Email,2023,5,May,2,Wednesday,False,43500.0
TXN04257,2023-05-01,CUST03643,The Ordinary AHA,Beauty,3,189000,0.1,687000.0,Bandung,Occasional,Organic,2023,5,May,2,Monday,False,171750.0
TXN04258,2023-03-24,CUST00280,Uniqlo Heattech L,Fashion,1,299000,0.0,299000.0,Makassar,Occasional,Organic,2023,3,Mar,1,Friday,False,74750.0
TXN04259,2023-01-06,CUST03854,Logitech MX Keys,Electronics,1,1350000,0.1,794000.0,Medan,Loyal,Marketplace,2023,1,Jan,1,Friday,False,198500.0
TXN04260,2023-12-22,CUST04869,Kris Mattress King,Home & Living,1,4200000,0.1,2268000.0,Medan,Loyal,Organic,2023,12,Dec,4,Friday,False,567000.0
TXN04261,2023-08-11,CUST03298,Dyson V11 Vacuum,Home & Living,1,7499000,0.1,8099000.0,Jakarta,Loyal,Organic,2023,8,Aug,3,Friday,False,2024750.0
TXN04262,2023-12-17,CUST01177,H&M Linen Shirt,Fashion,1,249000,0.0,149000.0,Surabaya,Loyal,Paid Social,2023,12,Dec,4,Sunday,True,37250.0
TXN04263,2023-06-13,CUST02533,The Ordinary AHA,Beauty,1,189000,0.0,265000.0,Jakarta,New,Organic,2023,6,Jun,2,Tuesday,False,66250.0
TXN04264,2023-04-08,CUST00425,Xiaomi Redmi 12,Electronics,1,2199000,0.1,2375000.0,Bandung,Regular,Marketplace,2023,4,Apr,2,Saturday,True,593750.0
TXN04265,2023-06-12,CUST03026,Xiaomi Redmi 12,Electronics,1,2199000,0.0,3079000.0,Makassar,Occasional,Email,2023,6,Jun,2,Monday,False,769750.0
TXN04266,2023-08-09,CUST00337,Dyson V11 Vacuum,Home & Living,2,7499000,0.0,17998000.0,Makassar,Regular,Organic,2023,8,Aug,3,Wednesday,False,4499500.0
TXN04267,2023-11-28,CUST01191,Tupperware Set,Home & Living,1,349000,0.0,228000.0,Jakarta,New,Marketplace,2023,11,Nov,4,Tuesday,False,57000.0
TXN04268,2023-03-09,CUST00061,Apple AirPods Pro,Electronics,1,3799000,0.1,3419000.0,Semarang,Regular,Marketplace,2023,3,Mar,1,Thursday,False,854750.0
TXN04269,2023-10-10,CUST00876,Philips Air Fryer,Home & Living,1,1499000,0.0,1199000.0,Jakarta,Occasional,Email,2023,10,Oct,4,Tuesday,False,299750.0
TXN04270,2023-12-01,CUST04489,Uniqlo Heattech L,Fashion,1,299000,0.0,179000.0,Medan,Occasional,Marketplace,2023,12,Dec,4,Friday,False,44750.0
TXN04271,2023-01-08,CUST01530,The Ordinary AHA,Beauty,1,189000,0.0,124000.0,Yogyakarta,Loyal,Email,2023,1,Jan,1,Sunday,True,31000.0
TXN04272,2023-12-18,CUST00388,Skintific SPF 50+,Beauty,3,129000,0.0,232000.0,Surabaya,Occasional,Organic,2023,12,Dec,4,Monday,False,58000.0
TXN04273,2023-01-04,CUST01812,Kris Mattress King,Home & Living,1,4200000,0.2,2196000.0,Jakarta,Occasional,Organic,2023,1,Jan,1,Wednesday,False,549000.0
TXN04274,2023-08-02,CUST04189,Skintific SPF 50+,Beauty,1,129000,0.0,155000.0,Unknown,Loyal,Email,2023,8,Aug,3,Wednesday,False,38750.0
TXN04275,2023-12-23,CUST04931,IKEA Billy Shelf,Home & Living,1,799000,0.0,479000.0,Bandung,Regular,Marketplace,2023,12,Dec,4,Saturday,True,119750.0
TXN04276,2023-04-26,CUST04641,Apple AirPods Pro,Electronics,1,3799000,0.1,4103000.0,Semarang,New,Paid Social,2023,4,Apr,2,Wednesday,False,1025750.0
TXN04277,2023-01-10,CUST02528,Kris Mattress King,Home & Living,1,4200000,0.0,2745000.0,Surabaya,Loyal,Email,2023,1,Jan,1,Tuesday,False,686250.0
TXN04278,2023-03-28,CUST03973,Samsung QLED 55in,Electronics,1,8999000,0.0,8999000.0,Bandung,New,Marketplace,2023,3,Mar,1,Tuesday,False,2249750.0
TXN04279,2023-02-25,CUST02048,H&M Linen Shirt,Fashion,2,249000,0.2,319000.0,Semarang,New,Paid Social,2023,2,Feb,1,Saturday,True,79750.0
TXN04280,2023-04-17,CUST02621,Nike Air Max 270,Fashion,1,1800000,0.0,2160000.0,Jakarta,Loyal,Marketplace,2023,4,Apr,2,Monday,False,540000.0
TXN04281,2023-07-21,CUST04717,H&M Linen Shirt,Fashion,1,249000,0.05,318000.0,Medan,Loyal,Organic,2023,7,Jul,3,Friday,False,79500.0
TXN04282,2023-10-06,CUST02729,Philips Air Fryer,Home & Living,1,1499000,0.0,1199000.0,Surabaya,Loyal,Organic,2023,10,Oct,4,Friday,False,299750.0
TXN04283,2023-10-14,CUST02311,Nike Air Max 270,Fashion,1,1800000,0.2,1152000.0,Surabaya,Loyal,Email,2023,10,Oct,4,Saturday,True,288000.0
TXN04285,2023-05-10,CUST03508,IKEA Billy Shelf,Home & Living,1,799000,0.0,1076000.0,Jakarta,Loyal,Email,2023,5,May,2,Wednesday,False,269000.0
TXN04286,2023-05-29,CUST03552,Zara Blazer Set,Fashion,2,1199000,0.0,3229000.0,Jakarta,Regular,Marketplace,2023,5,May,2,Monday,False,807250.0
TXN04287,2023-06-30,CUST03506,JBL Flip 6,Electronics,1,1199000,0.0,1679000.0,Bandung,New,Paid Social,2023,6,Jun,2,Friday,False,419750.0
TXN04288,2023-08-08,CUST04234,Logitech MX Keys,Electronics,3,1350000,0.05,4617000.0,Jakarta,Regular,Marketplace,2023,8,Aug,3,Tuesday,False,1154250.0
TXN04289,2023-12-31,CUST00633,Samsung QLED 55in,Electronics,1,8999000,0.2,4320000.0,Bandung,Regular,Paid Social,2023,12,Dec,4,Sunday,True,1080000.0
TXN04290,2023-06-26,CUST02513,Philips Air Fryer,Home & Living,1,1499000,0.1,1889000.0,Yogyakarta,Loyal,Paid Social,2023,6,Jun,2,Monday,False,472250.0
TXN04291,2023-04-09,CUST03337,H&M Linen Shirt,Fashion,1,249000,0.1,269000.0,Jakarta,Regular,Organic,2023,4,Apr,2,Sunday,True,67250.0
