transaction_id,date,customer_id,product_name,category,quantity,base_price,discount_pct,revenue,city,customer_segment,channel
TXN04389,2023-12-08,CUST00871,Nike Air Max 270,Fashion,1,1800000,0.05,-1026000.0,Jakarta,Occasional,Marketplace
TXN04390,2023-10-12,CUST04278,Adidas Ultraboost,Fashion,2,2099000,0.1,3023000.0,Jakarta,Regular,Paid Social
TXN04391,2023-06-08,CUST02301,H&M Linen Shirt,Fashion,2,249000,0.2,558000.0,Makassar,Occasional,Marketplace
TXN04392,2023-01-29,CUST03359,Apple AirPods Pro,Electronics,1,3799000,0.0,2483000.0,Makassar,Occasional,Marketplace
TXN04393,2023-03-20,CUST03909,Kris Mattress King,Home & Living,1,4200000,0.2,3360000.0,Jakarta,New,Email
TXN04394,2023-04-10,CUST01989,Philips Air Fryer,Home & Living,1,1499000,0.05,1709000.0,Jakarta,New,Marketplace
TXN04395,2023-02-21,CUST00418,Philips Air Fryer,Home & Living,1,1499000,0.1,1079000.0,Semarang,Regular,Email
TXN04396,2023-09-04,CUST03147,IKEA Billy Shelf,Home & Living,1,799000,0.1,719000.0,Surabaya,Occasional,Paid Social
TXN04397,2023-02-21,CUST00682,IKEA Billy Shelf,Home & Living,1,799000,0.0,639000.0,Surabaya,Occasional,Email
TXN04398,2023-01-20,CUST03009,Philips Air Fryer,Home & Living,3,1499000,0.0,2939000.0,Surabaya,Regular,Email
TXN04399,2023-11-20,CUST03450,Adidas Ultraboost,Fashion,1,2099000,0.0,1372000.0,Yogyakarta,Occasional,Email
TXN04400,2023-12-31,CUST04129,Xiaomi Redmi 12,Electronics,2,2199000,0.1,2375000.0,Makassar,New,Email
TXN04401,2023-04-08,CUST04426,H&M Linen Shirt,Fashion,2,249000,0.1,538000.0,Jakarta,Loyal,Paid Social
TXN04402,2023-03-05,CUST02026,Samsung QLED 55in,Electronics,1,8999000,0.0,0.0,,New,Paid Social
TXN04403,2023-06-26,CUST03545,Adidas Ultraboost,Fashion,1,2099000,0.1,2645000.0,Makassar,Regular,Organic
TXN04404,2023-03-17,CUST03777,Xiaomi Redmi 12,Electronics,2,2199000,0.0,4398000.0,Surabaya,Regular,Organic
TXN04405,2023-01-04,CUST02185,Tupperware Set,Home & Living,1,349000,0.0,228000.0,Bandung,New,Organic
TXN04406,2023-04-07,CUST03892,H&M Linen Shirt,Fashion,1,249000,0.0,299000.0,Makassar,Occasional,Marketplace
TXN04407,2023-12-30,CUST00814,Wardah Instaperfect,Beauty,1,85000,0.0,51000.0,Surabaya,Loyal,Email
TXN04408,2023-12-29,CUST02113,Apple AirPods Pro,Electronics,1,3799000,0.05,2165000.0,Yogyakarta,Occasional,Organic
TXN04409,2023-08-16,CUST01336,Samsung QLED 55in,Electronics,2,8999000,0.0,21598000.0,Surabaya,Regular,Marketplace
TXN04410,2023-02-11,CUST00205,JBL Flip 6,Electronics,1,1199000,0.2,767000.0,Makassar,Loyal,Marketplace
TXN04411,2023-02-27,CUST00180,JBL Flip 6,Electronics,3,1199000,0.0,2878000.0,Surabaya,Occasional,Email
TXN04412,2023-11-16,CUST02545,Apple AirPods Pro,Electronics,2,3799000,0.1,4469000.0,Makassar,New,Paid Social
TXN04413,2023-04-01,CUST03364,Logitech MX Keys,Electronics,1,1350000,0.05,1539000.0,Medan,New,Email
TXN04414,2023-04-27,CUST02321,Kris Mattress King,Home & Living,1,4200000,0.05,4788000.0,Bandung,New,Email
TXN04415,2023-04-02,CUST00834,Philips Air Fryer,Home & Living,2,1499000,0.2,2878000.0,Yogyakarta,New,Email
TXN04416,2023-01-30,CUST04104,Uniqlo Heattech L,Fashion,2,299000,0.0,391000.0,Yogyakarta,Regular,Organic
TXN04417,2023-07-23,CUST02877,IKEA Billy Shelf,Home & Living,1,799000,0.0,1076000.0,Jakarta,Regular,Organic
TXN04418,2023-06-13,CUST04837,Uniqlo Heattech L,Fashion,1,299000,0.0,419000.0,Jakarta,Loyal,Organic
TXN04419,2023-07-11,CUST03132,The Ordinary AHA,Beauty,1,189000,0.1,229000.0,Medan,New,Organic
TXN04420,2023-07-11,CUST04656,Dyson V11 Vacuum,Home & Living,2,7499000,0.1,18174000.0,,Occasional,Paid Social
TXN04421,2023-04-19,CUST00237,JBL Flip 6,Electronics,1,1199000,0.0,1439000.0,Jakarta,New,Paid Social
TXN04422,2023-04-05,CUST03946,Wardah Instaperfect,Beauty,1,85000,0.1,92000.0,Jakarta,Regular,Paid Social
TXN04423,2023-09-09,CUST02405,Wardah Instaperfect,Beauty,1,85000,0.2,68000.0,Yogyakarta,Occasional,Email
TXN04424,2023-08-03,CUST02342,Uniqlo Heattech L,Fashion,1,299000,0.05,341000.0,Surabaya,Regular,Organic
TXN04425,2023-09-29,CUST02270,Zara Blazer Set,Fashion,1,1199000,0.1,1079000.0,Bandung,Occasional,Email
TXN04426,2023-05-04,CUST04272,JBL Flip 6,Electronics,1,1199000,0.05,1534000.0,Jakarta,Regular,Email
TXN04427,2023-06-17,CUST03920,Uniqlo Heattech L,Fashion,1,299000,0.05,398000.0,Surabaya,Occasional,Email
TXN04428,2023-06-03,CUST04292,Kris Mattress King,Home & Living,1,4200000,0.0,5880000.0,Jakarta,Occasional,Organic
TXN04429,2023-09-12,CUST03130,Uniqlo Heattech L,Fashion,1,299000,0.05,284000.0,Surabaya,New,Marketplace
TXN04430,2023-03-31,CUST01182,Zara Blazer Set,Fashion,3,1199000,0.0,3597000.0,Medan,Regular,Email
TXN04431,2023-04-18,CUST00522,Kris Mattress King,Home & Living,1,4200000,0.0,5040000.0,Jakarta,Regular,Email
TXN04432,2023-12-13,CUST03524,Xiaomi Redmi 12,Electronics,2,2199000,0.1,2375000.0,Jakarta,Regular,Marketplace
TXN04433,2023-06-11,CUST02867,Kris Mattress King,Home & Living,2,4200000,0.2,9408000.0,Jakarta,Loyal,Organic
TXN04434,2023-08-01,CUST00638,H&M Linen Shirt,Fashion,1,249000,0.0,299000.0,Makassar,Regular,Email
TXN04435,2023-07-17,CUST01603,IKEA Billy Shelf,Home & Living,3,799000,0.0,3227000.0,Jakarta,Regular,Email
TXN04436,2023-07-14,CUST04100,Skintific SPF 50+,Beauty,1,129000,0.0,174000.0,Yogyakarta,New,Marketplace
TXN04437,2023-02-12,CUST02727,Samsung QLED 55in,Electronics,2,8999000,0.05,13678000.0,Jakarta,Regular,Email
TXN04438,2023-05-07,CUST00544,Logitech MX Keys,Electronics,1,1350000,0.05,1727000.0,Jakarta,New,Organic
TXN04439,2023-08-01,CUST02225,Uniqlo Heattech L,Fashion,1,299000,0.1,-323000.0,Bali,Regular,Paid Social
TXN04440,2023-09-12,CUST01553,H&M Linen Shirt,Fashion,1,249000,0.05,237000.0,Semarang,Loyal,Email
TXN04441,2023-05-13,CUST00231,Uniqlo Heattech L,Fashion,3,299000,0.0,1208000.0,Bandung,New,Organic
TXN04442,2023-09-26,CUST04358,Adidas Ultraboost,Fashion,1,2099000,0.0,2099000.0,Surabaya,Loyal,Marketplace
TXN04443,2023-10-11,CUST01146,Emina BB Cream,Beauty,1,75000,0.2,48000.0,Jakarta,Occasional,Paid Social
TXN04444,2023-10-24,CUST01134,Dyson V11 Vacuum,Home & Living,3,7499000,0.0,17998000.0,Bandung,Regular,Organic
TXN04445,2023-06-24,CUST02382,Xiaomi Redmi 12,Electronics,1,2199000,0.2,2463000.0,Bandung,Occasional,Organic
TXN04446,2023-12-09,CUST00379,Kris Mattress King,Home & Living,1,4200000,0.2,2016000.0,Surabaya,New,Marketplace
TXN04447,2023-08-09,CUST04358,Samsung QLED 55in,Electronics,1,8999000,0.0,10799000.0,Medan,Occasional,Email
TXN04448,2023-11-22,CUST02900,Apple AirPods Pro,Electronics,1,3799000,0.1,2235000.0,Semarang,Loyal,Paid Social
TXN04449,2023-08-17,CUST03464,Philips Air Fryer,Home & Living,2,1499000,0.2,2878000.0,Surabaya,New,Email
TXN04450,2023-06-24,CUST00655,The Ordinary AHA,Beauty,1,189000,0.05,251000.0,Bandung,New,Paid Social
TXN04451,2023-09-14,CUST01046,Apple AirPods Pro,Electronics,1,3799000,0.05,3609000.0,,New,Paid Social
TXN04452,2023-08-28,CUST02815,The Ordinary AHA,Beauty,1,189000,0.0,227000.0,Makassar,Occasional,Paid Social
TXN04453,2023-06-16,CUST04313,Logitech MX Keys,Electronics,1,1350000,0.2,1512000.0,Jakarta,New,Organic
TXN04454,2023-03-01,CUST04685,Philips Air Fryer,Home & Living,1,1499000,0.0,1499000.0,Jakarta,Loyal,Email
TXN04455,2023-09-28,CUST04125,Wardah Instaperfect,Beauty,1,85000,0.05,81000.0,Medan,Loyal,Organic
TXN04456,2023-07-13,CUST02505,Philips Air Fryer,Home & Living,1,1499000,0.0,2018000.0,Semarang,Occasional,Paid Social
TXN04457,2023-03-30,CUST02520,Xiaomi Redmi 12,Electronics,1,2199000,0.1,1979000.0,Semarang,Loyal,Organic
TXN04458,2023-01-22,CUST03316,Adidas Ultraboost,Fashion,1,2099000,0.05,1303000.0,Jakarta,Regular,Organic
TXN04459,2023-04-23,CUST00634,IKEA Billy Shelf,Home & Living,2,799000,0.2,1534000.0,Jakarta,Occasional,Paid Social
TXN04460,2023-08-30,CUST01076,Emina BB Cream,Beauty,1,75000,0.0,90000.0,Jakarta,Occasional,Paid Social
TXN04461,2023-10-05,CUST03138,Dyson V11 Vacuum,Home & Living,1,7499000,0.05,5699000.0,Surabaya,Loyal,Organic
TXN04462,2023-03-01,CUST04631,Logitech MX Keys,Electronics,2,1350000,0.0,2700000.0,Jakarta,Occasional,Paid Social
TXN04463,2023-03-04,CUST04118,Nike Air Max 270,Fashion,3,1800000,0.0,5400000.0,Jakarta,Occasional,Email
TXN04464,2023-01-20,CUST02502,Logitech MX Keys,Electronics,1,1350000,0.2,706000.0,Jakarta,Occasional,Paid Social
TXN04465,2023-01-08,CUST02256,The Ordinary AHA,Beauty,1,189000,0.2,99000.0,Jakarta,Regular,Organic
TXN04466,2023-11-08,CUST02084,Wardah Instaperfect,Beauty,2,85000,0.1,100000.0,Bandung,Occasional,Email
TXN04467,2023-05-23,CUST03634,Nike Air Max 270,Fashion,1,1800000,0.05,2302000.0,Jakarta,New,Organic
TXN04468,2023-09-19,CUST04442,Logitech MX Keys,Electronics,1,1350000,0.1,1215000.0,Jakarta,Occasional,Paid Social
TXN04469,2023-09-04,CUST02805,Philips Air Fryer,Home & Living,1,1499000,0.1,1349000.0,Jakarta,Regular,Paid Social
TXN04470,2023-09-10,CUST00156,Logitech MX Keys,Electronics,1,1350000,0.0,1350000.0,Bali,Loyal,Marketplace
TXN04471,2023-02-14,CUST01689,Emina BB Cream,Beauty,2,75000,0.0,120000.0,Makassar,New,Email
TXN04472,2023-12-07,CUST02622,Emina BB Cream,Beauty,1,75000,0.0,45000.0,Jakarta,Loyal,Marketplace
TXN04473,2023-11-21,CUST01737,The Ordinary AHA,Beauty,1,189000,0.05,117000.0,Bandung,Occasional,Email
TXN04474,2023-10-10,CUST02619,Samsung QLED 55in,Electronics,1,8999000,0.0,7199000.0,Jakarta,Regular,Email
TXN04475,2023-11-20,CUST01850,Samsung QLED 55in,Electronics,1,8999000,0.0,5882000.0,Surabaya,Loyal,Email
TXN04476,2023-05-24,CUST00312,Logitech MX Keys,Electronics,3,1350000,0.0,5453000.0,Jakarta,Loyal,Marketplace
TXN04477,2023-07-05,CUST00312,Logitech MX Keys,Electronics,1,1350000,0.0,1818000.0,Jakarta,Regular,Marketplace
TXN04478,2023-03-26,CUST03553,Adidas Ultraboost,Fashion,1,2099000,0.0,2099000.0,Jakarta,Loyal,Organic
TXN04479,2023-01-06,CUST04729,Adidas Ultraboost,Fashion,1,2099000,0.0,1372000.0,Surabaya,Loyal,Organic
TXN04480,2023-12-28,CUST02636,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1319000.0,Surabaya,Occasional,Email
TXN04481,2023-12-20,CUST00774,Samsung QLED 55in,Electronics,1,8999000,0.0,5399000.0,Jakarta,Loyal,Paid Social
TXN04482,2023-03-03,CUST03130,Adidas Ultraboost,Fashion,1,2099000,0.0,2099000.0,Surabaya,Occasional,Email
TXN04483,2023-03-30,CUST00447,Somethinc Niacinamide,Beauty,1,99000,0.1,89000.0,Medan,Loyal,Paid Social
TXN04484,2023-10-01,CUST02375,Apple AirPods Pro,Electronics,1,3799000,0.1,2735000.0,Bandung,Occasional,Marketplace
TXN04485,2023-09-17,CUST01528,Nike Air Max 270,Fashion,1,1800000,0.1,1620000.0,Jakarta,Regular,Paid Social
TXN04486,2023-08-20,CUST01540,Uniqlo Heattech L,Fashion,2,299000,0.1,646000.0,Surabaya,Regular,Email
TXN04487,2023-02-10,CUST02331,JBL Flip 6,Electronics,3,1199000,0.0,-2878000.0,Bandung,New,Marketplace
TXN04488,2023-09-09,CUST02229,Xiaomi Redmi 12,Electronics,2,2199000,0.0,4398000.0,Surabaya,Occasional,Email
TXN04489,2023-01-10,CUST01381,Nike Air Max 270,Fashion,2,1800000,0.0,2353000.0,Jakarta,Loyal,Paid Social
TXN04490,2023-10-08,CUST00893,IKEA Billy Shelf,Home & Living,1,799000,0.0,639000.0,Jakarta,New,Paid Social
TXN04491,2023-02-09,CUST02368,JBL Flip 6,Electronics,1,1199000,0.0,959000.0,Surabaya,New,Email
TXN04492,2023-09-23,CUST01607,Xiaomi Redmi 12,Electronics,2,2199000,0.1,3958000.0,Makassar,Occasional,Organic
TXN04493,2023-06-18,CUST00973,Logitech MX Keys,Electronics,1,1350000,0.0,1890000.0,Surabaya,New,Organic
TXN04494,2023-01-08,CUST04642,H&M Linen Shirt,Fashion,2,249000,0.1,293000.0,Jakarta,Occasional,Paid Social
TXN04495,2023-07-13,CUST01293,H&M Linen Shirt,Fashion,1,249000,0.0,335000.0,Surabaya,Occasional,Organic
TXN04496,2023-08-20,CUST04416,Kris Mattress King,Home & Living,1,4200000,0.05,4788000.0,Surabaya,Regular,Marketplace
TXN04497,2023-11-02,CUST04154,IKEA Billy Shelf,Home & Living,1,799000,0.05,496000.0,Jakarta,Loyal,Marketplace
TXN04498,2023-06-12,CUST04637,Logitech MX Keys,Electronics,1,1350000,0.1,1701000.0,Surabaya,New,Paid Social
TXN04499,2023-05-25,CUST04462,Logitech MX Keys,Electronics,1,1350000,0.2,1454000.0,Medan,Occasional,Marketplace
TXN04500,2023-05-14,CUST01109,The Ordinary AHA,Beauty,2,189000,0.0,509000.0,Medan,Occasional,Organic
TXN04501,2023-01-02,CUST01347,Samsung QLED 55in,Electronics,1,8999000,0.05,5588000.0,Surabaya,Regular,Paid Social
TXN04502,2023-10-29,CUST04282,Somethinc Niacinamide,Beauty,1,99000,0.0,79000.0,Semarang,Loyal,Marketplace
TXN04503,2023-12-17,CUST00681,Adidas Ultraboost,Fashion,1,2099000,0.05,1196000.0,Bandung,New,Organic
TXN04504,2023-04-26,CUST02337,Apple AirPods Pro,Electronics,2,3799000,0.0,9118000.0,Jakarta,Loyal,Email
TXN04505,2023-09-07,CUST03462,Adidas Ultraboost,Fashion,1,2099000,0.1,1889000.0,Medan,New,Email
TXN04506,2023-11-12,CUST04972,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1437000.0,Jakarta,Regular,Marketplace
TXN04507,2023-12-07,CUST00507,JBL Flip 6,Electronics,1,1199000,0.0,719000.0,Medan,New,Organic
TXN04508,2023-02-09,CUST00370,JBL Flip 6,Electronics,1,1199000,0.0,959000.0,Jakarta,New,Email
TXN04509,2023-09-22,CUST03258,Nike Air Max 270,Fashion,2,1800000,0.05,3420000.0,Bandung,New,Paid Social
TXN04510,2023-04-08,CUST02104,Xiaomi Redmi 12,Electronics,3,2199000,0.0,7916000.0,Makassar,Regular,Marketplace
TXN04511,2023-07-28,CUST02788,The Ordinary AHA,Beauty,2,189000,0.0,509000.0,Jakarta,New,Paid Social
TXN04512,2023-08-01,CUST01637,Xiaomi Redmi 12,Electronics,2,2199000,0.1,4750000.0,Medan,New,Marketplace
TXN04513,2023-06-07,CUST00012,Logitech MX Keys,Electronics,1,1350000,0.0,1890000.0,Jakarta,Loyal,Email
TXN04514,2023-02-14,CUST03932,JBL Flip 6,Electronics,1,1199000,0.0,959000.0,Jakarta,New,Marketplace
TXN04515,2023-04-17,CUST00532,Nike Air Max 270,Fashion,1,1800000,0.0,2160000.0,Jakarta,New,Email
TXN04516,2023-04-21,CUST00322,IKEA Billy Shelf,Home & Living,1,799000,0.0,959000.0,Jakarta,New,Email
TXN04517,2023-04-17,CUST03734,Wardah Instaperfect,Beauty,1,85000,0.05,97000.0,Jakarta,Regular,Email
TXN04518,2023-06-03,CUST03868,Xiaomi Redmi 12,Electronics,1,2199000,0.05,2925000.0,Makassar,Occasional,Email
TXN04519,2023-10-15,CUST01241,Tupperware Set,Home & Living,1,349000,0.1,251000.0,Bandung,Occasional,Organic
TXN04520,2023-03-07,CUST04977,Kris Mattress King,Home & Living,1,4200000,0.2,3360000.0,Jakarta,Regular,Email
TXN04521,2023-10-21,CUST01958,Apple AirPods Pro,Electronics,2,3799000,0.0,6078000.0,,Loyal,Paid Social
TXN04522,2023-09-20,CUST03688,Dyson V11 Vacuum,Home & Living,1,7499000,0.2,5999000.0,Bandung,New,Email
TXN04523,2023-08-12,CUST04629,H&M Linen Shirt,Fashion,1,249000,0.05,284000.0,Jakarta,Occasional,Paid Social
TXN04524,2023-07-05,CUST00181,Samsung QLED 55in,Electronics,1,8999000,0.2,9693000.0,Jakarta,Occasional,Marketplace
TXN04525,2023-10-22,CUST01419,Dyson V11 Vacuum,Home & Living,1,7499000,0.0,5999000.0,Surabaya,Occasional,Marketplace
TXN04526,2023-05-29,CUST04286,Samsung QLED 55in,Electronics,1,8999000,0.05,-11511000.0,Semarang,New,Paid Social
TXN04527,2023-11-26,CUST01784,Zara Blazer Set,Fashion,2,1199000,0.2,1254000.0,Makassar,Regular,Marketplace
TXN04528,2023-05-10,CUST02060,Somethinc Niacinamide,Beauty,1,99000,0.0,133000.0,Surabaya,Loyal,Paid Social
TXN04529,2023-03-11,CUST02319,Apple AirPods Pro,Electronics,3,3799000,0.1,,Yogyakarta,Occasional,Marketplace
TXN04530,2023-08-06,CUST01496,Kris Mattress King,Home & Living,1,4200000,0.0,5040000.0,Jakarta,Occasional,Email
TXN04531,2023-04-01,CUST04811,Philips Air Fryer,Home & Living,1,1499000,0.05,1709000.0,Jakarta,Loyal,Paid Social
TXN04532,2023-10-09,CUST02640,Xiaomi Redmi 12,Electronics,1,2199000,0.05,1671000.0,Surabaya,Loyal,Email
TXN04533,2023-08-08,CUST03675,Dyson V11 Vacuum,Home & Living,1,7499000,0.0,8999000.0,Medan,New,Marketplace
TXN04534,2023-05-13,CUST01409,Nike Air Max 270,Fashion,1,1800000,0.0,2424000.0,Yogyakarta,New,Email
TXN04535,2023-01-03,CUST04115,Somethinc Niacinamide,Beauty,1,99000,0.0,65000.0,Jakarta,New,Organic
TXN04536,2023-09-14,CUST04861,Tupperware Set,Home & Living,1,349000,0.0,-349000.0,Bali,Regular,Paid Social
TXN04537,2023-04-11,CUST01071,Samsung QLED 55in,Electronics,1,8999000,0.05,10259000.0,Surabaya,New,Organic
TXN04538,2023-01-06,CUST01116,H&M Linen Shirt,Fashion,1,249000,0.0,163000.0,Jakarta,Regular,Paid Social
TXN04539,2023-10-20,CUST02054,Kris Mattress King,Home & Living,3,4200000,0.05,9576000.0,Surabaya,Occasional,Email
TXN04540,2023-08-09,CUST00103,Somethinc Niacinamide,Beauty,2,99000,0.0,238000.0,Semarang,New,Organic
TXN04541,2023-02-23,CUST04605,JBL Flip 6,Electronics,1,1199000,0.1,863000.0,Jakarta,Occasional,Email
TXN04542,2023-10-22,CUST04180,IKEA Billy Shelf,Home & Living,1,799000,0.05,607000.0,Bandung,New,Email
TXN04543,2023-01-24,CUST03622,Adidas Ultraboost,Fashion,1,2099000,0.05,1303000.0,Bandung,Occasional,Email
TXN04544,2023-02-01,CUST00176,JBL Flip 6,Electronics,1,1199000,0.0,959000.0,Yogyakarta,Regular,Paid Social
TXN04545,2023-06-11,CUST03618,Philips Air Fryer,Home & Living,1,1499000,0.0,2099000.0,Jakarta,Regular,Email
TXN04546,2023-11-18,CUST02784,Adidas Ultraboost,Fashion,1,2099000,0.0,1372000.0,Bali,Loyal,Paid Social
TXN04547,2023-06-15,CUST00684,Tupperware Set,Home & Living,2,349000,0.0,977000.0,Bandung,Occasional,Marketplace
TXN04548,2023-04-29,CUST02177,Dyson V11 Vacuum,Home & Living,1,7499000,0.0,8999000.0,Semarang,Loyal,Paid Social
TXN04549,2023-11-20,CUST02229,Apple AirPods Pro,Electronics,1,3799000,0.0,2483000.0,Yogyakarta,Loyal,Marketplace
TXN04550,2023-08-27,CUST04098,Tupperware Set,Home & Living,1,349000,0.0,419000.0,Jakarta,New,Organic
TXN04551,2023-11-10,CUST01682,Zara Blazer Set,Fashion,1,1199000,0.1,705000.0,Jakarta,New,Marketplace
TXN04552,2023-08-05,CUST00006,Logitech MX Keys,Electronics,1,1350000,0.0,1620000.0,Jakarta,New,Marketplace
TXN04553,2023-10-07,CUST01927,Tupperware Set,Home & Living,1,349000,0.0,279000.0,Jakarta,Loyal,Paid Social
TXN04554,2023-05-16,CUST02707,Apple AirPods Pro,Electronics,3,3799000,0.05,14578000.0,Medan,New,Organic
TXN04555,2023-08-19,CUST04936,Dyson V11 Vacuum,Home & Living,1,7499000,0.0,8999000.0,Makassar,Occasional,Organic
TXN04556,2023-11-01,CUST03412,Tupperware Set,Home & Living,1,349000,0.2,182000.0,Jakarta,New,Organic
TXN04557,2023-11-10,CUST01380,Adidas Ultraboost,Fashion,1,2099000,0.05,1303000.0,Medan,New,Paid Social
TXN04558,2023-05-28,CUST04644,Adidas Ultraboost,Fashion,1,2099000,0.2,2261000.0,Medan,Regular,Marketplace
TXN04559,2023-05-23,CUST02671,Logitech MX Keys,Electronics,1,1350000,0.0,1818000.0,Surabaya,New,Organic
TXN04560,2023-10-04,CUST01542,Nike Air Max 270,Fashion,1,1800000,0.0,1440000.0,Surabaya,Regular,Email
TXN04561,2023-08-11,CUST01211,Apple AirPods Pro,Electronics,1,3799000,0.1,4103000.0,Jakarta,Regular,Paid Social
TXN04562,2023-09-22,CUST01441,Kris Mattress King,Home & Living,1,4200000,0.1,3780000.0,Jakarta,Regular,Marketplace
TXN04563,2023-08-26,CUST01416,JBL Flip 6,Electronics,1,1199000,0.1,1295000.0,Jakarta,Regular,Organic
TXN04564,2023-10-06,CUST02971,JBL Flip 6,Electronics,1,1199000,0.05,911000.0,Medan,Regular,Organic
TXN04565,2023-01-16,CUST00160,Tupperware Set,Home & Living,1,349000,0.05,217000.0,Jakarta,New,Marketplace
TXN04566,2023-06-26,CUST03609,Samsung QLED 55in,Electronics,1,8999000,0.1,11339000.0,Jakarta,New,Email
TXN04567,2023-02-14,CUST02168,Zara Blazer Set,Fashion,1,1199000,0.0,959000.0,Bandung,Loyal,Organic
TXN04568,2023-01-11,CUST00898,JBL Flip 6,Electronics,1,1199000,0.2,627000.0,Jakarta,Loyal,Marketplace
TXN04569,2023-10-10,CUST00395,Uniqlo Heattech L,Fashion,3,299000,0.05,682000.0,Semarang,Loyal,Paid Social
TXN04570,2023-07-19,CUST02628,Adidas Ultraboost,Fashion,2,2099000,0.0,5652000.0,Medan,Loyal,Email
TXN04571,2023-09-10,CUST03874,H&M Linen Shirt,Fashion,1,249000,0.2,199000.0,Jakarta,Regular,Organic
TXN04572,2023-08-12,CUST03765,Uniqlo Heattech L,Fashion,1,299000,0.0,359000.0,Semarang,Occasional,Organic
TXN04573,2023-08-01,CUST03666,Logitech MX Keys,Electronics,1,1350000,0.1,,Bandung,New,Paid Social
TXN04574,2023-06-25,CUST01119,Logitech MX Keys,Electronics,1,1350000,0.0,1890000.0,Makassar,New,Marketplace
TXN04575,2023-02-12,CUST00471,Dyson V11 Vacuum,Home & Living,1,7499000,0.2,4799000.0,Semarang,New,Paid Social
TXN04576,2023-12-17,CUST04461,Apple AirPods Pro,Electronics,1,3799000,0.0,,Bali,Regular,Marketplace
TXN04577,2023-04-23,CUST04552,The Ordinary AHA,Beauty,1,189000,0.1,204000.0,Jakarta,New,Paid Social
TXN04578,2023-04-09,CUST02824,The Ordinary AHA,Beauty,1,189000,0.1,204000.0,Jakarta,Loyal,Paid Social
TXN04579,2023-08-01,CUST01700,JBL Flip 6,Electronics,1,1199000,0.2,1151000.0,Surabaya,New,Marketplace
TXN04580,2023-02-19,CUST00686,Somethinc Niacinamide,Beauty,1,99000,0.2,63000.0,,Occasional,Marketplace
TXN04581,2023-06-22,CUST00851,IKEA Billy Shelf,Home & Living,1,799000,0.2,895000.0,Semarang,New,Paid Social
TXN04582,2023-12-21,CUST02801,Uniqlo Heattech L,Fashion,1,299000,0.0,179000.0,Bandung,Occasional,Organic
TXN04583,2023-08-12,CUST03978,Adidas Ultraboost,Fashion,2,2099000,0.2,4030000.0,Medan,Occasional,Email
TXN04584,2023-01-23,CUST03119,Samsung QLED 55in,Electronics,1,8999000,0.2,4705000.0,Medan,Occasional,Email
TXN04585,2023-03-30,CUST03297,JBL Flip 6,Electronics,1,1199000,0.0,1199000.0,Yogyakarta,New,Paid Social
TXN04586,2023-04-27,CUST03700,The Ordinary AHA,Beauty,3,189000,0.05,646000.0,Jakarta,Regular,Email
TXN04587,2023-02-03,CUST04739,Uniqlo Heattech L,Fashion,1,299000,0.0,,Yogyakarta,Regular,Marketplace
TXN04588,2023-08-04,CUST02012,Xiaomi Redmi 12,Electronics,2,2199000,0.0,5278000.0,Jakarta,New,Organic
TXN04589,2023-01-21,CUST00384,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1437000.0,Yogyakarta,Regular,Marketplace
TXN04590,2023-07-18,CUST03869,Apple AirPods Pro,Electronics,2,3799000,0.05,9719000.0,Surabaya,Occasional,Organic
TXN04591,2023-03-11,CUST01757,Philips Air Fryer,Home & Living,1,1499000,0.1,,Surabaya,Loyal,Paid Social
TXN04592,2023-09-28,CUST03791,Apple AirPods Pro,Electronics,1,3799000,0.1,3419000.0,Jakarta,Regular,Marketplace
TXN04593,2023-06-11,CUST02421,Adidas Ultraboost,Fashion,1,2099000,0.05,2792000.0,Yogyakarta,Loyal,Organic
TXN04594,2023-05-13,CUST02174,Samsung QLED 55in,Electronics,1,8999000,0.05,11511000.0,Medan,Loyal,Organic
TXN04595,2023-10-06,CUST02281,Kris Mattress King,Home & Living,1,4200000,0.0,3360000.0,Jakarta,New,Email
TXN04596,2023-10-02,CUST01451,Zara Blazer Set,Fashion,1,1199000,0.0,959000.0,Bandung,Regular,Email
TXN04597,2023-08-26,CUST00699,Apple AirPods Pro,Electronics,1,3799000,0.1,4103000.0,Jakarta,New,Organic
TXN04598,2023-03-08,CUST03006,JBL Flip 6,Electronics,1,1199000,0.1,1079000.0,Bandung,New,Paid Social
TXN04599,2023-06-21,CUST01784,Philips Air Fryer,Home & Living,2,1499000,0.1,3777000.0,Semarang,Occasional,Organic
TXN04600,2023-12-13,CUST03923,JBL Flip 6,Electronics,1,1199000,0.0,719000.0,Makassar,Regular,Paid Social
TXN04601,2023-10-16,CUST04624,Samsung QLED 55in,Electronics,1,8999000,0.05,6839000.0,Medan,Regular,Paid Social
TXN04602,2023-04-18,CUST02976,Tupperware Set,Home & Living,2,349000,0.1,754000.0,Jakarta,New,Email
TXN04603,2023-03-02,CUST00585,JBL Flip 6,Electronics,1,1199000,0.05,1139000.0,Jakarta,New,Email
TXN04604,2023-03-24,CUST03355,Adidas Ultraboost,Fashion,1,2099000,0.1,1889000.0,Jakarta,New,Organic
TXN04605,2023-02-12,CUST01741,The Ordinary AHA,Beauty,2,189000,0.1,272000.0,Bandung,Occasional,Paid Social
